id,osm_node_id,latitude,longitude,speed_limit,camera_type,compass_direction,road_direction,source
373,12647534246,42.4380119,59.6283421,60,speed_camera,SE,,openstreetmap
374,12647534247,42.4381034,59.6284592,60,speed_camera,SE,,openstreetmap
375,12660018720,42.4905452,59.6023316,60,speed_camera,W,,openstreetmap
376,12712146223,42.4856562,59.6133039,60,speed_camera,N,,openstreetmap
377,12712146224,42.5163207,59.6043518,60,speed_camera,S,,openstreetmap
378,12712146225,42.508649,59.6057033,60,speed_camera,S,,openstreetmap
379,12712146227,42.4417321,59.5768367,60,speed_camera,SE,,openstreetmap
380,12712146228,42.4418048,59.5769226,60,speed_camera,SE,,openstreetmap
381,12716593041,42.4616623,59.5931688,60,speed_camera,S,,openstreetmap
382,12716593045,42.4520762,59.5855588,60,speed_camera,N,,openstreetmap
383,12723903158,42.4636635,59.6280768,60,speed_camera,SE,,openstreetmap
384,12731330446,42.4706027,59.5743359,60,speed_camera,N,,openstreetmap
385,12731440086,42.4813299,59.5752498,60,speed_camera,N,,openstreetmap
386,12731440087,42.4975858,59.5766085,60,speed_camera,N,,openstreetmap
387,12731440091,42.5753083,59.5597973,60,speed_camera,SE,,openstreetmap
388,12731440097,42.5961142,59.5425667,60,speed_camera,NW,,openstreetmap
389,12731479707,42.5174513,59.6041632,60,speed_camera,S,,openstreetmap
390,12739198809,42.4764201,59.6021334,60,speed_camera,NE,,openstreetmap
391,12750099925,42.9282696,59.7756844,60,speed_camera,SE,,openstreetmap
392,12751706417,42.9114012,59.7788273,60,speed_camera,N,,openstreetmap
393,12751706418,42.9113932,59.7789403,60,speed_camera,N,,openstreetmap
394,12751706429,42.5033682,59.5939329,60,speed_camera,N,,openstreetmap
395,12809683309,40.0361197,64.3297641,70,speed_camera,S,,openstreetmap
396,12813939481,40.048115,64.3286686,70,speed_camera,N,,openstreetmap
397,12869683999,41.2364208,69.2095904,60,speed_camera,,,openstreetmap
398,12873469700,40.0901607,64.6574593,60,speed_camera,E,,openstreetmap
399,12873472809,40.086437,64.6748334,60,speed_camera,E,,openstreetmap
400,12873490501,40.0900757,64.6574499,60,speed_camera,W,,openstreetmap
401,12992273311,40.133436,65.3574936,60,speed_camera,S,,openstreetmap
402,13040930681,41.3446589,69.2865611,60,speed_camera,S,,openstreetmap
403,13050654149,41.3855452,69.2131818,60,speed_camera,NE,works for both sides,openstreetmap
404,13050654150,41.3852855,69.2130378,60,speed_camera,SW,works for both sides,openstreetmap
405,13050654151,41.3981213,69.247067,60,speed_camera,E,,openstreetmap
406,13050654152,41.3980726,69.2470705,60,speed_camera,W,front of Ecobozor,openstreetmap
407,13050654153,41.3984148,69.2375381,60,speed_camera,E,,openstreetmap
408,13050654154,41.3983027,69.2377378,60,speed_camera,W,,openstreetmap
409,13141177549,41.2192807,69.1342123,80,speed_camera,,,openstreetmap
410,13141177550,41.2193434,69.1341384,80,speed_camera,,,openstreetmap
411,13141177551,41.241008,69.170339,50,speed_camera,,,openstreetmap
412,13141177552,41.2410866,69.1701888,50,speed_camera,,,openstreetmap
413,13172228061,41.3246386,69.4144383,60,speed_camera,,,openstreetmap
414,13172228062,41.3245345,69.4144752,60,speed_camera,,,openstreetmap
415,13228527899,41.2911922,69.2599121,,speed_camera,,,openstreetmap
416,13238292563,41.2388352,69.2111246,60,speed_camera,,,openstreetmap
417,13238292564,41.2365699,69.2095205,60,speed_camera,,,openstreetmap
418,13246609584,41.2985543,69.1941284,60,speed_camera,,,openstreetmap
419,13246609585,41.2981057,69.1938953,60,speed_camera,,,openstreetmap
420,13264652447,42.4240042,59.6520331,60,speed_camera,W,,openstreetmap
421,13264652448,42.4241187,59.6520399,60,speed_camera,W,,openstreetmap
422,13267665045,42.7855104,59.7405005,60,speed_camera,S,,openstreetmap
423,13414265554,41.2859651,69.2540899,60,speed_camera,,,openstreetmap
424,13414265725,41.2965264,69.2695162,60,speed_camera,,,openstreetmap
425,13451991983,41.1559291,69.4239219,70,speed_camera,,,openstreetmap
426,13512553193,40.8348475,64.8164003,100,speed_camera,N,,openstreetmap
427,13512553265,40.8051203,64.8330144,100,speed_camera,SE,,openstreetmap
428,13512553289,40.7610347,64.8575632,100,speed_camera,SE,,openstreetmap
429,13521156933,40.4894629,65.0253846,100,speed_camera,SE,,openstreetmap
430,13521156934,40.4686457,65.0364358,100,speed_camera,SE,,openstreetmap
431,13521156935,40.4460007,65.048512,100,speed_camera,SE,,openstreetmap
432,13521156936,40.3890098,65.0979084,100,speed_camera,SE,,openstreetmap
433,13521156948,40.2719509,65.1512937,60,speed_camera,,,openstreetmap
434,13521156949,40.2719284,65.1513842,60,speed_camera,,,openstreetmap
435,13521156950,40.2721974,65.1512128,60,speed_camera,,,openstreetmap
436,13521156955,40.221276,65.1895281,70,speed_camera,SE,,openstreetmap
437,13521156957,40.2212207,65.1894379,70,speed_camera,SE,,openstreetmap
438,13521156958,40.1885238,65.2494292,60,speed_camera,NW,,openstreetmap
439,13521156975,40.1689427,65.316935,100,speed_camera,,,openstreetmap
440,13521156976,40.1690169,65.3169567,100,speed_camera,,,openstreetmap
441,13521156977,40.1629292,65.3299605,70,speed_camera,NE,,openstreetmap
442,13521156978,40.1628858,65.3301036,70,speed_camera,NE,,openstreetmap
443,13521156979,40.1519256,65.3440111,50,speed_camera,,,openstreetmap
444,13521156980,40.117658,65.3734219,60,speed_camera,,,openstreetmap
445,13521156981,40.1176678,65.3735463,60,speed_camera,,,openstreetmap
446,13521156982,40.1143237,65.3751707,60,speed_camera,,,openstreetmap
447,13521156983,40.1143526,65.3752858,60,speed_camera,,,openstreetmap
448,13521156984,40.1104459,65.3771824,60,speed_camera,,,openstreetmap
449,13521156985,40.1104729,65.3773128,60,speed_camera,,,openstreetmap
450,13537582969,40.6468991,68.7177727,,speed_camera,,РАДАР,openstreetmap
451,13545382796,40.5362295,65.0004436,70,speed_camera,S,,openstreetmap
452,13545400904,40.5404337,64.9950648,70,speed_camera,NW,,openstreetmap
453,304747721,40.7873766,72.3509473,,alpr,,,openstreetmap
454,3036771723,40.138047,67.8222099,,traffic_camera,,,openstreetmap
455,3050336873,40.1383828,67.8227359,,traffic_camera,,,openstreetmap
456,4167811245,40.5069511,68.7573655,,alpr,E,,openstreetmap
457,4375850761,42.4651401,59.619412,,alpr,,,openstreetmap
458,4773332822,41.3255937,69.3245894,,traffic_camera,,,openstreetmap
459,4776853546,41.2853525,69.2535197,,traffic_camera,,,openstreetmap
460,4792739369,41.3163455,69.3162366,,alpr,,,openstreetmap
461,4792739370,41.3173916,69.3168501,,alpr,,,openstreetmap
462,4824929259,41.2925264,69.3564261,,alpr,,,openstreetmap
463,4824929261,41.2930956,69.3556038,,alpr,,,openstreetmap
464,4830011615,41.295057,69.2832408,,traffic_camera,,,openstreetmap
465,4838948663,42.4542683,59.6411432,,alpr,NE,,openstreetmap
466,5202617021,41.3247443,69.2547842,,traffic_camera,,,openstreetmap
467,5600580841,42.4457168,59.6310672,,alpr,NW,,openstreetmap
468,5600580843,42.4416218,59.6245664,,alpr,SW,,openstreetmap
469,5600580844,42.4415148,59.6238401,,alpr,,,openstreetmap
470,5763114453,42.4565252,59.5865348,,alpr,W,,openstreetmap
471,5832922297,41.2661887,69.2468584,,alpr,,,openstreetmap
472,5834960555,41.3167861,69.2804165,,alpr,,,openstreetmap
473,5846805169,41.3334837,69.3024122,,alpr,,,openstreetmap
474,5887513367,40.7682615,72.3623165,,alpr,,,openstreetmap
475,5887561077,40.7682585,72.3630957,,alpr,,,openstreetmap
476,5887571172,40.7689454,72.3623316,,alpr,,,openstreetmap
477,5887575849,40.7688352,72.3632808,,alpr,,,openstreetmap
478,5898527105,40.7872034,72.3497209,,alpr,,,openstreetmap
479,5898527107,40.7879122,72.3500994,,alpr,,,openstreetmap
480,5898527110,40.7869226,72.350549,,alpr,,,openstreetmap
481,5898527112,40.7614419,72.3502668,,alpr,,,openstreetmap
482,5898527115,40.7622984,72.3512497,,alpr,,,openstreetmap
483,5898527119,40.8099385,72.3326869,,alpr,,,openstreetmap
484,5898527120,40.8094891,72.3334958,,alpr,,,openstreetmap
485,5898527121,40.8098865,72.3340971,,alpr,,,openstreetmap
486,5898527123,40.8104281,72.3330861,,alpr,,,openstreetmap
487,5898527130,40.7833696,72.3462797,,alpr,,,openstreetmap
488,5898527132,40.7836844,72.3466448,,alpr,,,openstreetmap
489,5898527134,40.7833762,72.3470133,,alpr,,,openstreetmap
490,5898527136,40.7831218,72.3466537,,alpr,,,openstreetmap
491,5898527145,40.7833717,72.3314923,,alpr,,,openstreetmap
492,5898527146,40.7829471,72.3321419,,alpr,,,openstreetmap
493,5898527147,40.7833648,72.3325877,,alpr,,,openstreetmap
494,5898527148,40.783715,72.3321314,,alpr,,,openstreetmap
495,5935847140,41.3096368,69.2863961,,alpr,,,openstreetmap
496,6483774277,42.4543669,59.6418339,,alpr,NW,,openstreetmap
497,6483774278,42.4548748,59.6411247,,alpr,SE,,openstreetmap
498,6506517979,42.4568879,59.585897,,alpr,S,,openstreetmap
499,6506517980,42.456011,59.5858323,,alpr,N,,openstreetmap
500,6854801926,42.47449,59.6171974,,alpr,S,,openstreetmap
501,6854801927,42.4740994,59.6168509,,alpr,E,,openstreetmap
502,6854801928,42.4738128,59.617395,,alpr,N,,openstreetmap
503,6856900938,42.4562184,59.5850643,,alpr,E,,openstreetmap
504,6856900943,42.4648116,59.6164246,,alpr,,,openstreetmap
505,6856900944,42.4643161,59.6160371,,alpr,,,openstreetmap
506,6856900946,42.4645519,59.6154507,,alpr,,,openstreetmap
507,6856900947,42.4742131,59.6177608,,alpr,W,,openstreetmap
508,6856900949,42.4410914,59.6245955,,alpr,NW,,openstreetmap
509,6856900955,42.4549028,59.641768,,alpr,SW,,openstreetmap
510,6858402670,42.4656922,59.6196426,,alpr,,,openstreetmap
511,6858402671,42.4653246,59.6202383,,alpr,,,openstreetmap
512,6858402672,42.4648499,59.6198854,,alpr,,,openstreetmap
513,6879216454,42.458226,59.60591,,alpr,N,,openstreetmap
514,6879216456,42.4586484,59.6062917,,alpr,W,,openstreetmap
515,6917971450,42.4577854,59.6222788,,alpr,W,,openstreetmap
516,6917971451,42.4579171,59.6218821,,alpr,S,,openstreetmap
517,6917971452,42.4576925,59.6216296,,alpr,E,,openstreetmap
518,6917971453,42.4574496,59.6220083,,alpr,N,,openstreetmap
519,6968160485,40.1484672,65.3166946,,traffic_camera,,,openstreetmap
520,7028429829,40.1476512,65.3140317,,traffic_camera,,,openstreetmap
521,7028429833,40.1484139,65.3163598,,traffic_camera,,,openstreetmap
522,7127665150,43.7658291,59.0272368,,alpr,,,openstreetmap
523,7260466767,42.4650757,59.6158466,,alpr,,,openstreetmap
524,7714502122,42.4585117,59.6053504,,alpr,E,,openstreetmap
525,7714502128,42.4589334,59.6055426,,alpr,S,,openstreetmap
526,7749866181,42.441121,59.6237805,,alpr,NE,,openstreetmap
527,7749880670,42.4456023,59.6303976,,alpr,NE,,openstreetmap
528,7749880671,42.4456139,59.6304137,,alpr,NE,,openstreetmap
529,7749880674,42.4462229,59.6310021,50,alpr,SW,,openstreetmap
530,7783821897,42.4460881,59.6302912,,alpr,SE,,openstreetmap
531,7961220549,40.7832581,72.331492,,alpr,,,openstreetmap
532,7961220561,40.783277,72.3325901,,alpr,,,openstreetmap
533,7961220569,40.7832767,72.3462744,,alpr,,,openstreetmap
534,7961220573,40.7832818,72.3470206,,alpr,,,openstreetmap
535,7961271344,40.8094953,72.3333447,,alpr,,,openstreetmap
536,7961271371,40.7837106,72.3319736,,alpr,,,openstreetmap
537,7961271376,40.7829481,72.3319693,,alpr,,,openstreetmap
538,7961272556,40.8098335,72.3326612,,alpr,,,openstreetmap
539,7961272571,40.8097515,72.3340954,,alpr,,,openstreetmap
540,9834225650,42.4498268,59.614841,,alpr,NW,,openstreetmap
541,9834225651,42.4506071,59.6138093,,alpr,SE,,openstreetmap
542,9834225652,42.4499367,59.6138382,,alpr,NE,,openstreetmap
543,9846719302,42.4634148,59.604597,,alpr,S,,openstreetmap
544,9846719303,42.4626813,59.6049796,,alpr,N,,openstreetmap
545,9846719304,42.4631465,59.6052656,,alpr,W,,openstreetmap
546,9927551978,42.4513218,59.6367853,,alpr,SE,,openstreetmap
547,9927551979,42.4513981,59.6373664,,alpr,SW,,openstreetmap
548,9927551980,42.4507239,59.6366345,,alpr,NE,,openstreetmap
549,9927551981,42.4508199,59.6375111,,alpr,NW,,openstreetmap
550,10583874011,42.4788515,59.615977,,alpr,S,,openstreetmap
551,10583874012,42.4784897,59.6156503,,alpr,E,,openstreetmap
552,10583874013,42.4782908,59.616135,,alpr,N,,openstreetmap
553,10873412295,42.473569,59.6131959,,alpr,E,,openstreetmap
554,10873412296,42.4736716,59.6139024,,alpr,W,,openstreetmap
555,10873412297,42.4737936,59.6135077,,alpr,S,,openstreetmap
556,10873412298,42.4734283,59.6136137,,alpr,N,,openstreetmap
557,10873415556,42.4498747,59.566429,,alpr,SW,,openstreetmap
558,10873415557,42.4494981,59.566362,,alpr,NW,,openstreetmap
559,10873415558,42.449503,59.5657762,,alpr,NE,,openstreetmap
560,12047185155,41.3602921,60.5991638,,traffic_camera,,,openstreetmap
561,12073267227,41.3631988,60.6119357,,traffic_camera,,,openstreetmap
562,12079512103,41.3665805,60.5992706,,alpr,W,,openstreetmap
563,12079548924,41.3665852,60.5992722,,traffic_camera,,,openstreetmap
564,12107949784,41.3670572,60.5978933,,traffic_camera,,,openstreetmap
565,12373120885,41.5519802,60.6307688,,traffic_camera,,,openstreetmap
566,12644756413,40.4928347,68.7837251,,alpr,E,,openstreetmap
567,12644756414,40.4926468,68.7832801,,alpr,W,,openstreetmap
568,12644756415,40.4927529,68.7832374,,alpr,E,,openstreetmap
569,12644756416,40.4927278,68.7837587,,alpr,W,,openstreetmap
570,12644756417,40.4934184,68.7871137,,alpr,E,,openstreetmap
571,12644756418,40.4932429,68.7867492,,alpr,W,,openstreetmap
572,12644756419,40.4931615,68.7869606,,alpr,S,,openstreetmap
573,12644756420,40.4916271,68.7783862,,alpr,S,,openstreetmap
574,12644756421,40.4919768,68.7786338,,alpr,E,,openstreetmap
575,12644756422,40.4917646,68.7780381,,alpr,W,,openstreetmap
576,12644756423,40.4922172,68.7782084,,alpr,N,,openstreetmap
